Filename,log,Naive,Non_Naive,Upper_Bound,Bound_Bound,MIP_Solver
data/intervals/N/small/buvrwr/small0.txt,3.169925001442312,5.614709844115208,5.614709844115208,5.584962500721156,5.584962500721156,9.052568050804153
data/intervals/permutations/big/bnvnwn/big0.txt,3.169925001442312,6.22881869049588,6.392317422778761,6.357552004618084,6.348728154231077,9.240791332161956
data/intervals/permutations/big/bnvuwn/big9.txt,3.169925001442312,5.491853096329675,5.357552004618084,5.321928094887363,5.357552004618084,9.066089190457772
data/intervals/budget_percent/small/buvuwr/small0.txt,3.169925001442312,6.614709844115208,6.554588851677638,6.658211482751795,6.6293566200796095,9.481799431665753
data/intervals/M_OVER_N/big/bnvuwn/big0.txt,3.169925001442312,6.303780748177103,6.169925001442312,6.22881869049588,6.22881869049588,9.231221180711186
data/intervals/M_OVER_N/big/bnvuwr/big0.txt,3.169925001442312,6.614709844115208,6.523561956057013,6.546894459887636,6.554588851677638,9.44086916761087
data/intervals/M_OVER_N/big/brvnwr/big0.txt,3.169925001442312,5.523561956057013,5.459431618637297,5.491853096329675,5.491853096329675,8.965784284662087
data/intervals/M_OVER_N/big/brvrwn/big0.txt,3.169925001442312,6.339850002884624,6.22881869049588,6.303780748177103,6.321928094887363,9.285402218862249
data/intervals/M_OVER_N/big/brvuwn/big0.txt,3.169925001442312,5.554588851677638,5.459431618637297,5.614709844115208,5.614709844115208,8.933690654952233
data/intervals/M_OVER_N/big/buvrwu/big0.txt,3.169925001442312,6.409390936137702,6.20945336562895,6.451211111832329,6.442943495848728,9.29232163280204
data/intervals/M_OVER_N/big/buvuwu/big0.txt,3.169925001442312,6.475733430966398,6.247927513443585,6.442943495848728,6.459431618637297,9.394462694610317
data/intervals/M_OVER_N/medium/bnvrwu/medium0.txt,3.169925001442312,6.857980995127572,6.357552004618084,6.426264754702098,6.442943495848728,9.388017285345136
data/intervals/permutations/small/brvnwu/small2.txt,3.169925001442312,5.491853096329675,5.523561956057013,5.523561956057013,5.554588851677638,8.96289600533726
data/intervals/permutations/small/brvnwu/small7.txt,3.169925001442312,6.189824558880018,6.247927513443585,6.303780748177103,6.285402218862249,9.278449458220482
data/intervals/values/big/bnvrwn/big9.txt,3.169925001442312,6.169925001442312,6.129283016944966,6.149747119504682,6.169925001442312,9.157346935362844
data/intervals/permutations/big/brvnwn/big8.txt,3.169925001442312,6.189824558880018,6.475733430966398,6.321928094887363,6.321928094887363,9.231221180711186
data/intervals/permutations/big/brvuwn/big0.txt,3.169925001442312,5.523561956057013,5.78135971352466,5.614709844115208,5.614709844115208,9.113742166049189
data/intervals/permutations/big/buvrwr/big3.txt,3.169925001442312,5.357552004618084,5.285402218862249,5.357552004618084,5.357552004618084,8.88264304936184
data/intervals/values/big/buvuwu/big2.txt,3.169925001442312,6.700439718141092,6.539158811108031,6.614709844115208,6.643856189774724,9.527477006060396
data/intervals/values/medium/bnvnwu/medium7.txt,3.169925001442312,6.599912842187128,6.614709844115208,6.7073591320808825,6.700439718141092,9.682994583681683
data/intervals/values/medium/bnvnwu/medium1.txt,3.169925001442312,6.491853096329675,6.303780748177103,6.3750394313469245,6.357552004618084,9.342074667999139
data/intervals/budget_percent/big/bnvnwn/big0.txt,3.169925001442312,6.614709844115208,6.584962500721156,6.857980995127572,6.832890014164741,9.262094845370179
data/intervals/budget_percent/big/bnvrwn/big4.txt,3.169925001442312,5.643856189774724,5.491853096329675,5.832890014164741,5.820178962415188,9.147204924942228
data/intervals/budget_percent/big/brvuwn/big1.txt,3.169925001442312,6.523561956057013,6.599912842187128,6.562242424221073,6.569855608330948,9.5980525001616
data/intervals/budget_percent/big/buvnwu/big2.txt,3.169925001442312,6.321928094887363,6.149747119504682,6.285402218862249,6.266786540694901,9.189824558880018
data/intervals/budget_percent/medium/bnvrwr/medium0.txt,3.169925001442312,6.554588851677638,7.022367813028454,6.584962500721156,6.569855608330948,9.184875342908283
data/intervals/budget_percent/medium/brvrwn/medium2.txt,3.169925001442312,5.523561956057013,5.614709844115208,5.6865005271832185,5.700439718141092,9.419960177847889
data/intervals/budget_percent/small/bnvrwn/small3.txt,3.169925001442312,5.807354922057604,5.754887502163468,5.584962500721156,5.614709844115208,9.204571144249204
data/intervals/M_OVER_N/medium/brvuwn/medium0.txt,3.169925001442312,5.614709844115208,5.459431618637297,5.507794640198696,5.459431618637297,9.025139562278508
data/intervals/M_OVER_N/small/bnvnwn/small0.txt,3.169925001442312,6.247927513443585,6.129283016944966,6.20945336562895,6.189824558880018,9.377210530388552
data/intervals/M_OVER_N/small/brvnwr/small0.txt,3.169925001442312,6.700439718141092,6.6865005271832185,6.78135971352466,6.7615512324444795,9.688250309133178
data/intervals/M_OVER_N/small/buvnwn/small0.txt,3.169925001442312,6.3750394313469245,6.247927513443585,6.339850002884624,6.339850002884624,9.364134655008051
data/intervals/M_OVER_N/small/buvrwr/small0.txt,3.169925001442312,5.614709844115208,5.643856189774724,5.672425341971495,5.6865005271832185,9.269126679149418
data/intervals/M_OVER_N/small/buvuwn/small0.txt,3.169925001442312,6.727920454563199,6.3750394313469245,5.643856189774724,5.672425341971495,9.025139562278508
data/intervals/values/small/buvnwr/small1.txt,3.169925001442312,6.523561956057013,6.189824558880018,6.22881869049588,6.22881869049588,9.333155350310616
data/intervals/values/small/buvrwr/small3.txt,3.169925001442312,6.20945336562895,6.129283016944966,6.169925001442312,6.139551352398794,9.18239435340453
data/intervals/values/small/buvuwn/small8.txt,3.169925001442312,5.392317422778761,5.247927513443585,5.285402218862249,5.303780748177103,8.894817763307943
data/intervals/N/small/brvuwu/small0.txt,3.169925001442312,6.129283016944966,6.129283016944966,6.189824558880018,6.1799090900149345,9.144658242831882
data/intervals/permutations/medium/brvuwr/medium9.txt,3.169925001442312,6.643856189774724,6.22881869049588,6.400879436282184,6.3750394313469245,9.312882955284355
data/intervals/permutations/medium/brvuwu/medium7.txt,3.169925001442312,5.643856189774724,5.857980995127572,5.714245517666122,5.6865005271832185,9.294620748891626
data/intervals/permutations/medium/buvrwr/medium1.txt,3.169925001442312,6.149747119504682,6.108524456778169,6.129283016944966,6.129283016944966,9.192292814470767
data/intervals/permutations/small/bnvnwn/small9.txt,3.169925001442312,5.285402218862249,5.321928094887363,5.285402218862249,5.285402218862249,8.885696373339394
data/intervals/permutations/small/bnvrwu/small9.txt,3.169925001442312,6.169925001442312,6.303780748177103,6.189824558880018,6.189824558880018,9.226412192788786
data/intervals/values/medium/buvnwr/medium5.txt,3.169925001442312,6.409390936137702,6.321928094887363,6.303780748177103,6.321928094887363,9.3151495622563
data/intervals/values/medium/buvuwu/medium7.txt,3.169925001442312,6.794415866350106,6.768184324776926,6.807354922057604,6.820178962415188,9.696967526234287
data/intervals/values/small/brvnwr/small6.txt,3.169925001442312,6.303780748177103,6.303780748177103,6.321928094887363,6.321928094887363,9.38586240064146
data/intervals/values/small/brvrwr/small3.txt,3.169925001442312,6.321928094887363,6.392317422778761,6.357552004618084,6.357552004618084,9.383704292474052
data/intervals/values/small/buvnwn/small4.txt,3.169925001442312,6.149747119504682,6.129283016944966,6.129283016944966,6.129283016944966,9.167418145831737
data/intervals/N/small/buvrwn/small0.txt,3.169925001442312,5.426264754702098,5.459431618637297,5.554588851677638,5.554588851677638,9.027905996569885
data/intervals/permutations/big/bnvuwu/big8.txt,3.169925001442312,6.129283016944966,6.149747119504682,6.129283016944966,6.129283016944966,9.154818109052105
data/intervals/budget_percent/small/brvnwn/small0.txt,3.169925001442312,6.409390936137702,6.426264754702098,6.459431618637297,6.475733430966398,9.162391328756906
data/intervals/M_OVER_N/big/bnvnwu/big0.txt,3.169925001442312,6.303780748177103,6.22881869049588,6.22881869049588,6.247927513443585,9.228818690495881
data/intervals/M_OVER_N/big/brvnwn/big0.txt,3.169925001442312,5.554588851677638,5.614709844115208,5.6293566200796095,5.643856189774724,9.019590728357882
data/intervals/M_OVER_N/big/buvnwr/big0.txt,3.169925001442312,6.303780748177103,6.189824558880018,6.303780748177103,6.303780748177103,9.273795599214264
data/intervals/M_OVER_N/big/buvuwr/big0.txt,3.169925001442312,6.643856189774724,6.658211482751795,6.768184324776926,6.774787059601174,9.57553924683453
data/intervals/M_OVER_N/medium/bnvnwn/medium0.txt,3.169925001442312,6.6293566200796095,6.285402218862249,6.392317422778761,6.409390936137702,9.278449458220482
data/intervals/M_OVER_N/medium/bnvuwu/medium0.txt,3.169925001442312,6.409390936137702,6.392317422778761,6.357552004618084,6.357552004618084,9.287712379549449
data/intervals/permutations/small/brvnwu/small4.txt,3.169925001442312,6.321928094887363,6.22881869049588,6.285402218862249,6.339850002884624,9.245552706255681
data/intervals/permutations/small/brvuwn/small0.txt,3.169925001442312,5.832890014164741,5.523561956057013,5.727920454563199,5.700439718141092,9.306061689428342
data/intervals/permutations/small/buvuwu/small4.txt,3.169925001442312,6.475733430966398,6.523561956057013,6.539158811108031,6.507794640198696,9.417852514885897
data/intervals/values/big/bnvrwu/big0.txt,3.169925001442312,5.357552004618084,5.459431618637297,5.459431618637297,5.459431618637297,8.945443836377912
data/intervals/values/big/brvnwn/big5.txt,3.169925001442312,5.554588851677638,5.523561956057013,5.554588851677638,5.539158811108031,8.96289600533726
data/intervals/values/big/brvnwr/big2.txt,3.169925001442312,6.409390936137702,6.339850002884624,6.451211111832329,6.507794640198696,9.312882955284355
data/intervals/permutations/big/buvuwn/big6.txt,3.169925001442312,6.357552004618084,6.266786540694901,6.392317422778761,6.383704292474052,9.29232163280204
data/intervals/permutations/big/buvuwr/big8.txt,3.169925001442312,6.845490050944375,6.523561956057013,6.507794640198696,6.491853096329675,9.517669388133811
